"id","date","chronological_band","polity","event","core_sources","source_caveat","actioner_representation","spatial_scope","first_depiction_file"
"ML-1447-002","1447（正统十二年）","1425-1464_hongxi_tianshun","明","苏北饥荒袭来","《英宗实录》正统十二年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1447-003","1447（正统十二年）","1425-1464_hongxi_tianshun","明","灾情上报、赈恤或河工材料标记本年地方风险，损失与救济效果需回到受灾地区核实。","《英宗实录》正统十二年条；《明史·五行志》；受灾府县地方志与奏疏","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"EM-1448-DENG-MAOQI","1448（正统十三年）","1425-1464_hongxi_tianshun","明与福建银矿、山地民众","福建邓茂七起事扩大，地方官军与中央调兵镇压","《英宗实录》正统十三年条；《明史·邓茂七传》；《八闽通志·建宁府》兵事条","起事和镇压可靠；参与者不应被“矿徒”“盗贼”等官方类别完全代表","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"EM-1448-THIRD-LUCHUAN-EXPEDITION","1448（正统十三年）","1425-1464_hongxi_tianshun","明与麓川势力","明廷为麓川问题再度大规模调兵，征发延及多省军镇","《英宗实录》正统十三年条；《明史·王骥传》《麓川传》；云南、贵州地方志征发条","调兵事实可靠；最后战役的时序和兵员损失需要按各路材料分开核对","court_and_officials;armed_forces;frontier_polities_and_communities;local_society_and_elites","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1448-001","1448（正统十三年）三月","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","邓茂奇与一群佃农在闽赣边境西北叛乱","《英宗实录》正统十三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1448-002","1448（正统十三年）十二月","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","明军杀了叶宗六，但他的叛军毫发无伤，继续向南撤退，围困滁州","《英宗实录》正统十三年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1448-003","1448（正统十三年）","1425-1464_hongxi_tianshun","明","1448年黄河洪水：黄河堤决口","《英宗实录》正统十三年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1448-004","1448（正统十三年）","1425-1464_hongxi_tianshun","明","干旱和蝗灾袭击中国西北地区","《英宗实录》正统十三年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1448-005","1448（正统十三年）","1425-1464_hongxi_tianshun","明","江南大旱","《英宗实录》正统十三年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"EM-1449-BEIJING-DEFENSE","1449（正统十四年）九月","1425-1464_hongxi_tianshun","明与瓦剌","于谦等组织北京守备，拒绝南迁并抵御瓦剌进逼","《英宗实录》正统十四年条；《明史·于谦传》；北京城墙遗址考古报告与《顺天府志》城防条","守备决策和京师未陷可靠；守军数量、作战细节与个人功劳应比较不同记载","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"EM-1449-JINGTAI-ACCESSION","1449（正统十四年）九月","1425-1464_hongxi_tianshun","明","郕王朱祁钰即帝位为景泰帝，尊英宗为太上皇","《英宗实录》正统十四年条；《明史·景帝本纪》；于谦、内阁文集相关奏议","即位与尊号可靠；其是否必然为“夺位”须区别危机中的正式程序与后世评价","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-001","1449（正统十四年）三月","1425-1464_hongxi_tianshun","明","陆川平绵之战：明军因藏匿司继发而入侵蒙阳，司继发又逃脱","《英宗实录》正统十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-002","1449（正统十四年）五月","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","邓茂奇叛军被击败","《英宗实录》正统十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-003","1449（正统十四年）七月","1425-1464_hongxi_tianshun","明与蒙古诸部","图木危机：北元事实上的统治者瓦剌也先太师入侵明朝","《英宗实录》正统十四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-004","1449（正统十四年）八月4日","1425-1464_hongxi_tianshun","明与蒙古诸部","土木危机：正统皇帝出京亲自迎战也先太史","《英宗实录》正统十四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-006","1449（正统十四年）八月","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","叶宗流的叛军被击败","《英宗实录》正统十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-007","1449（正统十四年）九月1日","1425-1464_hongxi_tianshun","明与蒙古诸部","土木危机：明军全军覆没，正统皇帝被也先太师俘虏","《英宗实录》正统十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-008","1449（正统十四年）九月23日","1425-1464_hongxi_tianshun","明","朱祁钰即位景泰皇帝","《英宗实录》正统十四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-009","1449（正统十四年）十月27日","1425-1464_hongxi_tianshun","明与蒙古诸部","也先太史围攻北京未能攻下，五天后撤军","《英宗实录》正统十四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1449-010","1449（正统十四年）","1425-1464_hongxi_tianshun","明","黄河堤坝再次决堤导致河道略有改道","《英宗实录》正统十四年条；《明会典》相关条目；地方志、黄册/契约/河工材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"EM-1450-YINGZONG-RETURN","1450（景泰元年）八月","1425-1464_hongxi_tianshun","明、景泰朝与瓦剌","瓦剌释放英宗，英宗返京后被安置为太上皇","《英宗实录》景泰元年条；《明史·英宗本纪》《瓦剌传》；17世纪《蒙古源流》瓦剌叙事","返还和安置可靠；也先释放动机及谈判条件有明蒙双方叙事差异","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1450-001","1450（景泰元年）九月19日","1425-1464_hongxi_tianshun","明","正统皇帝被释放回到北京，被景泰皇帝软禁","《英宗实录》景泰元年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1450-002","1450（景泰元年）","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","贵州、湖广瑶族、苗族起义","《英宗实录》景泰元年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1450-003","1450（景泰元年）","1425-1464_hongxi_tianshun","明","山东发生饥荒","《英宗实录》景泰元年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1450-004","1450（景泰元年）","1425-1464_hongxi_tianshun","明","军饷、漕运和户籍赋役的本年记录揭示恢复秩序的行政成本，账面额与实收须分列。","《英宗实录》景泰元年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1451-001","1451（景泰二年）","1425-1464_hongxi_tianshun","明","土木危机后的边镇整顿、京师防务或复辟前后军政调度在本年材料中构成连续问题。（材料核查重点：诏令或奏议的形成与发受链）","《英宗实录》景泰二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对诏令或奏议的形成与发受链。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1451-002","1451（景泰二年）","1425-1464_hongxi_tianshun","明","科举、学校和法律条文在本年制度材料中可追踪，不能据规范文本推定州县实践一致。","《英宗实录》景泰二年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1451-003","1451（景泰二年）","1425-1464_hongxi_tianshun","明","地方灾异、赈济与水利条目为本年社会史提供入口，地方志的修纂层次需要说明。","《英宗实录》景泰二年条；《明史·五行志》；受灾府县地方志与奏疏","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1451-004","1451（景泰二年）","1425-1464_hongxi_tianshun","明","土木危机后的边镇整顿、京师防务或复辟前后军政调度在本年材料中构成连续问题。（材料核查重点：报称信息的来源、抄传与行政分类）","《英宗实录》景泰二年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对报称信息的来源、抄传与行政分类。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1451-005","1451（景泰二年）","1425-1464_hongxi_tianshun","明","蒙古诸部、朝鲜及西北绿洲的交涉在本年留下多方材料，应以具体使团和地名校正概称。","《英宗实录》景泰二年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;frontier_polities_and_communities;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1452-001","1452（景泰三年）","1425-1464_hongxi_tianshun","明","1452年黄河洪水：黄河堤决口","《英宗实录》景泰三年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1452-002","1452（景泰三年）","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","瑶族、苗族叛乱被镇压","《英宗实录》景泰三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1452-003","1452（景泰三年）","1425-1464_hongxi_tianshun","明","中国北方遭遇洪涝灾害","《英宗实录》景泰三年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1452-004","1452（景泰三年）","1425-1464_hongxi_tianshun","明","科举、学校和法律条文在本年制度材料中可追踪，不能据规范文本推定州县实践一致。","《英宗实录》景泰三年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1453-001","1453（景泰四年）","1425-1464_hongxi_tianshun","明","地方灾异、赈济与水利条目为本年社会史提供入口，地方志的修纂层次需要说明。（材料核查重点：诏令或奏议的形成与发受链）","《英宗实录》景泰四年条；《明史·五行志》；受灾府县地方志与奏疏","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对诏令或奏议的形成与发受链。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1453-002","1453（景泰四年）","1425-1464_hongxi_tianshun","明","土木危机后的边镇整顿、京师防务或复辟前后军政调度在本年材料中构成连续问题。","《英宗实录》景泰四年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1453-003","1453（景泰四年）","1425-1464_hongxi_tianshun","明","景泰、天顺时期的继承、人事与诏令链条可在本年材料中定位，政变责任不可由单一史书裁断。","《英宗实录》景泰四年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1453-004","1453（景泰四年）","1425-1464_hongxi_tianshun","明","地方灾异、赈济与水利条目为本年社会史提供入口，地方志的修纂层次需要说明。（材料核查重点：报称信息的来源、抄传与行政分类）","《英宗实录》景泰四年条；《明史·五行志》；受灾府县地方志与奏疏","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。；本条特别核对报称信息的来源、抄传与行政分类。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"MM-1453-ESEN-KHAN","1453（景泰四年）","1425-1464_hongxi_tianshun","瓦剌与明","也先杀脱脱不花后自称大汗，瓦剌内部权力关系重组","《英宗实录》景泰四年北虏条；《明史·瓦剌传》；《蒙古源流》相关汗统叙事","脱脱不花遇害及也先称汗见于明、蒙古叙事；具体年月和草原诸部的服从范围存在异文。","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1454-001","1454（景泰五年）","1425-1464_hongxi_tianshun","明","异常大雪导致苏州、杭州饥荒","《英宗实录》景泰五年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1454-002","1454（景泰五年）","1425-1464_hongxi_tianshun","明","土木危机后的边镇整顿、京师防务或复辟前后军政调度在本年材料中构成连续问题。","《英宗实录》景泰五年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1454-003","1454（景泰五年）","1425-1464_hongxi_tianshun","明","景泰、天顺时期的继承、人事与诏令链条可在本年材料中定位，政变责任不可由单一史书裁断。","《英宗实录》景泰五年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1454-004","1454（景泰五年）","1425-1464_hongxi_tianshun","明","军饷、漕运和户籍赋役的本年记录揭示恢复秩序的行政成本，账面额与实收须分列。","《英宗实录》景泰五年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1455-001","1455（景泰六年）","1425-1464_hongxi_tianshun","明","徐有贞完成黄河堤防修缮工作","《英宗实录》景泰六年条；《明会典》相关条目；地方志、黄册/契约/河工材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1455-002","1455（景泰六年）","1425-1464_hongxi_tianshun","明","华中地区大面积干旱","《英宗实录》景泰六年条；《明史·五行志》；受灾府县地方志与奏疏","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1455-003","1455（景泰六年）","1425-1464_hongxi_tianshun","明","蒙古诸部、朝鲜及西北绿洲的交涉在本年留下多方材料，应以具体使团和地名校正概称。","《英宗实录》景泰六年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;frontier_polities_and_communities;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/hongxi-tianshun-register.tex"
"MM-1455-ESEN-DEATH","1455（景泰六年）","1425-1464_hongxi_tianshun","瓦剌与明","也先在草原内部冲突中被杀，瓦剌汗权继承发生断裂","《英宗实录》景泰六年北虏条；《明史·瓦剌传》；《蒙古源流》也先死事条","死亡及大致年份可由明方边报和蒙古汗统叙事互校；杀害者、月日和各部归属在材料中不一。","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1456-001","1456（景泰七年）","1425-1464_hongxi_tianshun","明与地方反抗、流动作战集团","湖广苗族叛乱遭镇压","《英宗实录》景泰七年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces;local_society_and_elites;insurgents_and_mobile_groups","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1456-002","1456（景泰七年）","1425-1464_hongxi_tianshun","明","景泰、天顺时期的继承、人事与诏令链条可在本年材料中定位，政变责任不可由单一史书裁断。","《英宗实录》景泰七年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1456-003","1456（景泰七年）","1425-1464_hongxi_tianshun","明","军饷、漕运和户籍赋役的本年记录揭示恢复秩序的行政成本，账面额与实收须分列。","《英宗实录》景泰七年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1456-004","1456（景泰七年）","1425-1464_hongxi_tianshun","明","科举、学校和法律条文在本年制度材料中可追踪，不能据规范文本推定州县实践一致。","《英宗实录》景泰七年条；《明史·选举志》或《艺文志》；文集、碑刻或书目材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites;religious_and_cultural_actors","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1457-001","1457（天顺元年）二月11日","1425-1464_hongxi_tianshun","明","前皇帝被军方复职，成为天顺皇帝","《英宗实录》天顺元年条；《明史·兵志》及相关列传；边镇、地方志或对方材料","译写候选以编年材料定位；实录记载反映朝廷选择，崇祯期须另以奏疏、地方及敌对政权材料交叉。","court_and_officials;armed_forces","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"MM-1457-JINGTAI-DEATH","1457（天顺元年）正月","1425-1464_hongxi_tianshun","明","英宗复位后景泰帝不久去世，景泰朝的皇位主张随之终结","《英宗实录》天顺元年正月条；《明史·景帝本纪》；景泰陵碑刻与陵寝调查资料","死亡时序和丧葬处置可靠；天顺朝实录以复辟政权立场书写景泰帝病况、名号与责任，不能据此复原全部宫中过程。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"MM-1457-YU-QIAN-EXECUTION","1457（天顺元年）正月","1425-1464_hongxi_tianshun","明","于谦以“谋逆”罪被处死","《英宗实录》天顺元年正月条；《明史·于谦传》；于谦文集与后世祠祀碑记","于谦被杀及所用罪名可靠；谋逆指控的证据链主要出自复辟政权，不能据此断定其有谋反行动。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1458-001","1458（天顺二年）","1425-1464_hongxi_tianshun","明","军饷、漕运和户籍赋役的本年记录揭示恢复秩序的行政成本，账面额与实收须分列。","《英宗实录》天顺二年条；《明会典》相关条目；地方志、黄册/契约/河工材料","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;armed_forces;fiscal_and_commercial_actors","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1458-002","1458（天顺二年）","1425-1464_hongxi_tianshun","明","蒙古诸部、朝鲜及西北绿洲的交涉在本年留下多方材料，应以具体使团和地名校正概称。","《英宗实录》天顺二年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;frontier_polities_and_communities;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1458-003","1458（天顺二年）","1425-1464_hongxi_tianshun","明","地方灾异、赈济与水利条目为本年社会史提供入口，地方志的修纂层次需要说明。","《英宗实录》天顺二年条；《明史·五行志》；受灾府县地方志与奏疏","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;local_society_and_elites","local_or_provincial","chapters/anchor-register/hongxi-tianshun-register.tex"
"MM-1458-CROWN-PRINCE-RESTORED","1458（天顺二年）","1425-1464_hongxi_tianshun","明","英宗复立朱见深为皇太子","《英宗实录》天顺二年条；《明史·宪宗本纪》；《明史·英宗后妃传》","复立事与诏令可靠；朝臣对景泰旧臣处置和储位安排的影响须结合奏疏辨析。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1459-001","1459（天顺三年）","1425-1464_hongxi_tianshun","明","景泰、天顺时期的继承、人事与诏令链条可在本年材料中定位，政变责任不可由单一史书裁断。","《英宗实录》天顺三年条；《明史·本纪》及相关列传；诏令、奏疏或会典版本","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials","imperial_or_multi_regional","chapters/anchor-register/hongxi-tianshun-register.tex"
"ML-1459-002","1459（天顺三年）","1425-1464_hongxi_tianshun","明","蒙古诸部、朝鲜及西北绿洲的交涉在本年留下多方材料，应以具体使团和地名校正概称。","《英宗实录》天顺三年条；《明史·外国传》；《朝鲜王朝实录》、琉球《历代宝案》或海外档案","桥接条目只标示可回查的年度问题与材料链；实录有中央选择性，崇祯期尤其需要奏疏、地方、朝鲜及满文材料交叉。","court_and_officials;frontier_polities_and_communities;maritime_and_foreign_polities","maritime_or_transregional","chapters/anchor-register/hongxi-tianshun-register.tex"
