"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","year_ce","chronological_band","tier","actioner_representation","spatial_scope","source_caveat_class"
"EQ-1820-DAO-GUANG-ACCESSION","嘉庆二十五年（1820年）","清","道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","嘉庆朝遗留军费和行政压力","新帝在节用与整顿之间寻求政策平衡","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","以嘉庆二十五年（1820年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1820","1796-1840_jiaqing_daoguang","A","court_and_officials;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1820-DAO-GUANG-ACCESSION-DOCUMENTS","嘉庆二十五年（1820年）","清","围绕「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」的上谕、奏折与部议在中央—地方行政链中流转","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","核心事件「道光帝即位，财政、河工、旗务和沿海贸易问题进入新朝」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清仁宗实录》嘉庆二十五年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1820","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1821-IMPERIAL-ECONOMY","道光元年（1821年）","清","道光初年继续检讨内务府、官员经费和财政节用","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光元年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","国库压力与皇室、军政支出并存","节用谕旨不直接表明各部门实际支出下降","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光元年相关条；户部奏销、盐政、河工或海关档案","以道光元年（1821年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1821","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1821-IMPERIAL-ECONOMY-DOCUMENTS","道光元年（1821年）","清","围绕「道光初年继续检讨内务府、官员经费和财政节用」的经费、税收、赈济或工程呈报经由户部与地方衙门处理","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光元年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","核心事件「道光初年继续检讨内务府、官员经费和财政节用」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光元年相关条；户部奏销、盐政、河工或海关档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1821","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1822-YELLOW-RIVER-FLOOD","道光二年（1822年）","清与黄河流域","黄河水患、堤工和灾赈问题反复进入中央议程","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光二年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","河道变迁与沿河人口密集使风险累积","不同河段和灾民数量必须分开核对","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光二年相关条；地方志、督抚奏折及地方档案","以道光二年（1822年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1822","1796-1840_jiaqing_daoguang","B","court_and_officials;fiscal_and_commercial_actors","imperial_or_multi_regional","annalistic_selection_limit"
"EQ-1822-YELLOW-RIVER-FLOOD-DOCUMENTS","道光二年（1822年）","清与黄河流域","围绕「黄河水患、堤工和灾赈问题反复进入中央议程」的地方呈报、案件或赈务记录将社会反应带入官府文书链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光二年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「黄河水患、堤工和灾赈问题反复进入中央议程」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光二年相关条；地方志、督抚奏折及地方档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1822","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1823-BANNER-DEBT","道光三年（1823年）","清八旗","旗人债务、典当和生计问题持续引起官府讨论","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光三年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","固定饷银与城市消费、家庭负担不相匹配","个案诉讼不能直接代表全部旗人生活","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光三年相关条；地方志、督抚奏折及地方档案","以道光三年（1823年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1823","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites","local_or_provincial","annalistic_selection_limit"
"EQ-1823-BANNER-DEBT-DOCUMENTS","道光三年（1823年）","清八旗","围绕「旗人债务、典当和生计问题持续引起官府讨论」的地方呈报、案件或赈务记录将社会反应带入官府文书链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光三年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「旗人债务、典当和生计问题持续引起官府讨论」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光三年相关条；地方志、督抚奏折及地方档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1823","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1824-GRAND-CANAL-CRISIS","道光四年（1824年）","清与运河地区","运河水运和漕粮转输面临河工、淤积与财政问题","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光四年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","漕运体系依赖复杂的河道、仓储和民夫网络","政策调整与实际粮运路线需以账册和地方志核验","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光四年相关条；户部奏销、盐政、河工或海关档案","以道光四年（1824年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1824","1796-1840_jiaqing_daoguang","B","court_and_officials;fiscal_and_commercial_actors","imperial_or_multi_regional","official_administrative_scope_limit"
"EQ-1824-GRAND-CANAL-CRISIS-DOCUMENTS","道光四年（1824年）","清与运河地区","围绕「运河水运和漕粮转输面临河工、淤积与财政问题」的经费、税收、赈济或工程呈报经由户部与地方衙门处理","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光四年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","核心事件「运河水运和漕粮转输面临河工、淤积与财政问题」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光四年相关条；户部奏销、盐政、河工或海关档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1824","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1825-SOUTHWEST-MINING-UNREST","道光五年（1825年）","清与云贵矿区","云贵矿业、移民和治安纠纷继续考验地方治理","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光五年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","资源开发吸引流动人口并放大既有权力冲突","“矿匪”等官方称呼不能覆盖参与者差异","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光五年相关条；地方志、督抚奏折及地方档案","以道光五年（1825年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1825","1796-1840_jiaqing_daoguang","B","court_and_officials;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","annalistic_selection_limit"
"EQ-1825-SOUTHWEST-MINING-UNREST-DOCUMENTS","道光五年（1825年）","清与云贵矿区","围绕「云贵矿业、移民和治安纠纷继续考验地方治理」的地方呈报、案件或赈务记录将社会反应带入官府文书链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光五年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「云贵矿业、移民和治安纠纷继续考验地方治理」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光五年相关条；地方志、督抚奏折及地方档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1825","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites;fiscal_and_commercial_actors","local_or_provincial","official_administrative_scope_limit"
"EQ-1826-JAHANGIR-KHOJA-UPRISING","道光六年（1826年）","清与喀什噶尔地区","张格尔和卓进入喀什噶尔，天山南路爆发大规模反清动荡","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光六年相关条；军机处档、战事方略及地方奏报","战争动员、军需、战场暴力与地方社会研究","浩罕、绿洲政治与清军治理矛盾相互作用","清方“叛乱”叙述须同中亚和地方材料互证","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光六年相关条；军机处档、战事方略及地方奏报","以道光六年（1826年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1826","1796-1840_jiaqing_daoguang","B","court_and_officials;frontier_polities_and_communities","frontier_or_borderland","annalistic_selection_limit"
"EQ-1826-JAHANGIR-KHOJA-UPRISING-DOCUMENTS","道光六年（1826年）","清与喀什噶尔地区","清廷围绕「张格尔和卓进入喀什噶尔，天山南路爆发大规模反清动荡」调遣军队、筹措饷械并处理战报，中央与地方的军政文书形成连续记录","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光六年相关条；军机处档、战事方略及地方奏报","战争动员、军需、战场暴力与地方社会研究","核心事件「张格尔和卓进入喀什噶尔，天山南路爆发大规模反清动荡」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光六年相关条；军机处档、战事方略及地方奏报","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1826","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;frontier_polities_and_communities;local_society_and_elites","frontier_or_borderland","official_administrative_scope_limit"
"EQ-1827-KASHGAR-RECOVERY","道光七年（1827年）","清与天山南路","清军反攻并收复喀什噶尔等地，张格尔势力受挫","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光七年相关条；军机处档、战事方略及地方奏报","战争动员、军需、战场暴力与地方社会研究","清廷集中西北兵力并依赖地方补给","恢复城镇不等于绿洲治理和贸易网络立即稳定","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光七年相关条；军机处档、战事方略及地方奏报","以道光七年（1827年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1827","1796-1840_jiaqing_daoguang","A","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","annalistic_selection_limit"
"EQ-1827-KASHGAR-RECOVERY-DOCUMENTS","道光七年（1827年）","清与天山南路","清廷围绕「清军反攻并收复喀什噶尔等地，张格尔势力受挫」调遣军队、筹措饷械并处理战报，中央与地方的军政文书形成连续记录","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光七年相关条；军机处档、战事方略及地方奏报","战争动员、军需、战场暴力与地方社会研究","核心事件「清军反攻并收复喀什噶尔等地，张格尔势力受挫」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光七年相关条；军机处档、战事方略及地方奏报","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1827","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;frontier_polities_and_communities;local_society_and_elites","frontier_or_borderland","official_administrative_scope_limit"
"EQ-1828-JAHANGIR-CAPTURE","道光八年（1828年）","清与张格尔集团","张格尔被捕并押解处置，清廷加强南疆军政控制","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光八年相关条；军机处档、理藩院档或相关方略","多语边疆档案、盟旗/寺院/绿洲地方史与帝国治理研究","军事反攻压缩其活动空间","案件、处决与地方反应需区分不同材料层次","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光八年相关条；军机处档、理藩院档或相关方略","以道光八年（1828年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1828","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces","imperial_or_multi_regional","annalistic_selection_limit"
"EQ-1828-JAHANGIR-CAPTURE-DOCUMENTS","道光八年（1828年）","清与张格尔集团","清廷围绕「张格尔被捕并押解处置，清廷加强南疆军政控制」处理盟旗、驻防、交通或地方呈报，相关边务文书进入中央决策链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光八年相关条；军机处档、理藩院档或相关方略","多语边疆档案、盟旗/寺院/绿洲地方史与帝国治理研究","核心事件「张格尔被捕并押解处置，清廷加强南疆军政控制」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光八年相关条；军机处档、理藩院档或相关方略","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1828","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;local_society_and_elites","local_or_provincial","official_administrative_scope_limit"
"EQ-1829-XINJIANG-FINANCE","道光九年（1829年）","清与新疆","南疆战后军费、驻防与贸易秩序成为清廷边务财政负担","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光九年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","远距离驻军和绿洲行政需要持续资源","预算、实收和地方供给不可由单一军费数额概括","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光九年相关条；户部奏销、盐政、河工或海关档案","以道光九年（1829年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1829","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;frontier_polities_and_communities;fiscal_and_commercial_actors","frontier_or_borderland","official_administrative_scope_limit"
"EQ-1829-XINJIANG-FINANCE-DOCUMENTS","道光九年（1829年）","清与新疆","围绕「南疆战后军费、驻防与贸易秩序成为清廷边务财政负担」的经费、税收、赈济或工程呈报经由户部与地方衙门处理","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光九年相关条；户部奏销、盐政、河工或海关档案","财政账册、市场网络、灾害环境与区域经济研究","核心事件「南疆战后军费、驻防与贸易秩序成为清廷边务财政负担」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光九年相关条；户部奏销、盐政、河工或海关档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1829","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;frontier_polities_and_communities;local_society_and_elites;fiscal_and_commercial_actors","frontier_or_borderland","official_administrative_scope_limit"
"EQ-1830-RUSSO-QING-TRADE","道光十年（1830年）","清与俄罗斯","恰克图等边境贸易和俄清交涉持续影响北部边务","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光十年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","条约文本、外交档案、口岸社会与国际法实践研究","跨境商业与边界管理相互依存","贸易额和走私规模需要双方档案互校","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","以道光十年（1830年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1830","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1830-RUSSO-QING-TRADE-DOCUMENTS","道光十年（1830年）","清与俄罗斯","围绕「恰克图等边境贸易和俄清交涉持续影响北部边务」的照会、条约文本、换约或地方执行报告分别进入外交文书链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光十年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","条约文本、外交档案、口岸社会与国际法实践研究","核心事件「恰克图等边境贸易和俄清交涉持续影响北部边务」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1830","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1831-CENTRAL-ASIA-CHOLERA","道光十一年（1831年）","清与新疆及内地","疾病流行与交通网络对军队、城市和商路造成压力","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光十一年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","区域流动和环境条件影响疾病传播","病例和死亡数据受记录制度限制，不能过度精确","chapters/ch03-mid-qing-crisis.tex","annalistic_record","《清宣宗实录》道光十一年相关条；地方志、督抚奏折及地方档案","以道光十一年（1831年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1831","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;frontier_polities_and_communities;fiscal_and_commercial_actors","frontier_or_borderland","annalistic_selection_limit"
"EQ-1831-CENTRAL-ASIA-CHOLERA-DOCUMENTS","道光十一年（1831年）","清与新疆及内地","围绕「疾病流行与交通网络对军队、城市和商路造成压力」的地方呈报、案件或赈务记录将社会反应带入官府文书链","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光十一年相关条；地方志、督抚奏折及地方档案","地方档案、迁徙、宗教、族群与社会动员研究","核心事件「疾病流行与交通网络对军队、城市和商路造成压力」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十一年相关条；地方志、督抚奏折及地方档案","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1831","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;frontier_polities_and_communities;local_society_and_elites;fiscal_and_commercial_actors","frontier_or_borderland","official_administrative_scope_limit"
"EQ-1832-COASTAL-DEFENCE","道光十二年（1832年）","清与东南沿海","鸦片走私增长背景下的海防、缉私和地方官责任成为争议","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光十二年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","广州贸易制度难以控制海上走私网络","禁令与缉私战报不能直接证明贸易被阻断","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十二年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","以道光十二年（1832年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1832","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1832-COASTAL-DEFENCE-DOCUMENTS","道光十二年（1832年）","清与东南沿海","围绕「鸦片走私增长背景下的海防、缉私和地方官责任成为争议」的上谕、奏折与部议在中央—地方行政链中流转","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光十二年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","核心事件「鸦片走私增长背景下的海防、缉私和地方官责任成为争议」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十二年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1832","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1833-OPIUM-POLICY-DEBATE","道光十三年（1833年）","清","官员围绕禁烟、征税、白银和海防提出相互竞争的方案","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光十三年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","鸦片输入、银价波动和行政腐败引发担忧","奏议反映立场，不等于朝廷形成一致政策","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十三年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","以道光十三年（1833年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1833","1796-1840_jiaqing_daoguang","B","court_and_officials;armed_forces;maritime_and_foreign_polities;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1833-OPIUM-POLICY-DEBATE-DOCUMENTS","道光十三年（1833年）","清","围绕「官员围绕禁烟、征税、白银和海防提出相互竞争的方案」的上谕、奏折与部议在中央—地方行政链中流转","文书链存在可由实录、档案或条约集定位；命令、呈报、部议与执行结果不得互相替代。","《清宣宗实录》道光十三年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","宫廷政治、制度运作与中央—地方信息链研究","核心事件「官员围绕禁烟、征税、白银和海防提出相互竞争的方案」要求中央或地方通过文书处理资源、信息或责任。","该记录为后续按具体谕旨、奏折、条约、报刊或地方档案拆分事件提供可回查入口。","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十三年相关条；宫中朱批奏折、内阁大库题本与《清史稿》相关志传","此行仅确认相关文书链和可追查的行政动作；不得由其直接推断政策有效、地方服从、民众态度或单一因果。","1833","1796-1840_jiaqing_daoguang","C","court_and_officials;armed_forces;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","official_administrative_scope_limit"
"EQ-1834-NAPIER-AFFAIR","道光十四年（1834年）","清与英国","律劳卑抵广州后与两广官员发生外交摩擦","核心事件可由同期文书互证；具体月日、人数、经费或地方范围仍须逐件核查。","《清宣宗实录》道光十四年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","条约文本、外交档案、口岸社会与国际法实践研究","英国希望绕开广州商馆制度直接交涉","双方文书的称谓和程序冲突不应简化为文化误解","chapters/ch03-mid-qing-crisis.tex","official_or_administrative_document","《清宣宗实录》道光十四年相关条；《筹办夷务始末》相关年卷与中外照会、条约文本","以道光十四年（1834年）的同期文书为定位起点；官修记录、奏报或外交文本服务特定机构立场，具体日期、规模、地方执行与对手视角须以独立材料复核。","1834","1796-1840_jiaqing_daoguang","B","court_and_officials;maritime_and_foreign_polities","maritime_or_transregional","official_administrative_scope_limit"
