"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","source_caveat","tier"
"WZ-1030S-JIN-TANGSHU","西周早期传统","周与晋","唐叔虞受封唐、后称晋的谱系叙事","传统可追；改称过程不定","《史记·晋世家》；天马—曲村墓地","唐叔虞受封唐、后称晋的谱系叙事的材料层次、年代与区域比较研究","汾河流域须由宗亲据点联结资源交通","晋的身份应由谱系和考古并读","states/eastern-network/enfeoffment-network.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","B"
"WZ-EARLY-KANG-GAO","周初东征后","周与卫","《康诰》讨论殷民刑罚、祭祀与治理","主题可靠；成篇层累有争议","《尚书·康诰》；清华简《书》类材料","《康诰》讨论殷民刑罚、祭祀与治理的材料层次、年代与区域比较研究","安置旧商人群须兼顾惩戒和祭祀权威","“德”“刑”并用成为早周统治线索","states/eastern-network/settlement-and-enfeoffment.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-EARLY-JIU-GAO","周初至成王时期说","周与卫","《酒诰》以酒与殷民风俗提出训诫","背景可见；对象与颁布年不明","《尚书·酒诰》；历代尚书注疏","《酒诰》以酒与殷民风俗提出训诫的材料层次、年代与区域比较研究","统治集团将旧俗描述为秩序风险","文本保存文化归因服务整合的方式","states/eastern-network/settlement-and-enfeoffment.tex","传世文献可保存政治语言或仪式传统；成文、传本与语境层次须辨明，不能直接还原事件现场。","C"
"WZ-EARLY-ZI-CAI","周初至成王时期说","周与卫","《梓材》呈现筑城、用材和治民语言","篇章可读；是否一次训令不明","《尚书·梓材》；清华简《书》类比较","《梓材》呈现筑城、用材和治民语言的材料层次、年代与区域比较研究","城邑建设劳役官员责任需纳入王命","提示行政想象，不等同工程档案","states/eastern-network/settlement-and-enfeoffment.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","B"
"WZ-EARLY-DUO-SHI","周初东征后","周与殷遗民","《多士》安抚并责令旧商贵族","场景可辨；讲话次数有争议","《尚书·多士》；清华简《系年》","《多士》安抚并责令旧商贵族的材料层次、年代与区域比较研究","征服者须解释天命转移并索取服役","殷民被纳入王命叙述框架","states/eastern-network/chengzhou-and-eastern-settlement.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-EARLY-DUO-FANG","成王后期说","周与东方诸方","《多方》界定方国和旧商人群责任","主题可信；文本年代未定","《尚书·多方》；《逸周书》相关篇","《多方》界定方国和旧商人群责任的材料层次、年代与区域比较研究","多个集团须重新定位于贡役体系","王室以分类训诫处理差异政治体","states/eastern-network/chengzhou-and-eastern-settlement.tex","传世文献可保存政治语言或仪式传统；成文、传本与语境层次须辨明，不能直接还原事件现场。","C"
"WZ-EARLY-ZHOUYUAN-ORACLES","西周早期","周王畿","周原甲骨记录祭祀、田猎和占问","材料可靠；王年主体有分歧","周原甲骨文；周原遗址发掘报告","周原甲骨记录祭祀、田猎和占问的材料层次、年代与区域比较研究","祭祀军旅行动需要重复决策程序","甲骨补足王朝叙事的日常面向","states/royal-court/foundation-and-regency.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-FENGHAO-URBAN","西周早期至中期","宗周王畿","丰镐宫区居址墓地形成双都组合","趋势可靠；人口规模不明","丰镐遗址报告；沣西车马坑资料","丰镐宫区居址墓地形成双都组合的材料层次、年代与区域比较研究","祭祀军队工坊需要稳定空间配置","宗周成为调度中心，维系成本随网络扩大","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-CHENGZHOU-ADMIN","成王至康王时期","周","成周仓储道路居住区支撑王室东行","建设可见；机构名称不确证","洛阳成周遗址；何尊铭文","成周仓储道路居住区支撑王室东行的材料层次、年代与区域比较研究","东方经营需接待朝会转运物资的节点","成周使王室能够直接介入东方事务","states/eastern-network/chengzhou-and-eastern-settlement.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-KANG-GU-MING","康王初立","周","《顾命》《康王之诰》描述继承仪式","继承可靠；礼仪经文本塑形","《尚书·顾命》；《康王之诰》；《史记·周本纪》","《顾命》《康王之诰》描述继承仪式的材料层次、年代与区域比较研究","成王去世须转交辅政宗庙受命程序","文本将继承呈现为群臣协作过程","states/royal-court/cheng-kang-mu.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","C"
"WZ-KANG-YIHOU-ZE-GUI","康王时期说","周与宜侯","宜侯夨簋记王命、赐土与宜侯事务","器铭可靠；地名性质有争议","宜侯夨簋铭文；《史记·吴太伯世家》","宜侯夨簋记王命、赐土与宜侯事务的材料层次、年代与区域比较研究","边缘据点需由王命资源确认承担者","器铭为东南政治配置提供证据","states/eastern-network/enfeoffment-network.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-KANG-XIAOYU-DING","西周早期（多系康王）","周与北方政治体","小盂鼎记军事行动、俘获和赏赐","器铭可靠；敌名战场不定","小盂鼎铭文；早周军旅金文","小盂鼎记军事行动、俘获和赏赐的材料层次、年代与区域比较研究","王室须把贵族战功转化为荣誉","征伐俘获与礼器赏赐相互连接","frontiers/western-pressure.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-EARLY-JIN-MARQUIS-CEMETERY","西周早期至晚期","晋与周","天马—曲村晋侯墓地显示家族持续祭祀","层位可靠；墓主对应有讨论","天马—曲村发掘报告；晋侯器铭","天马—曲村晋侯墓地显示家族持续祭祀的材料层次、年代与区域比较研究","宗亲政权须以墓地礼器维持资格","地方精英资源在长期墓葬中积累可见","states/eastern-network/enfeoffment-network.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-GUO-CEMETERY","西周中晚期","虢与周","三门峡虢国墓地保留车马礼器外来物资","考古可靠；支系世系不全确定","三门峡虢国墓地；虢季子白器群","三门峡虢国墓地保留车马礼器外来物资的材料层次、年代与区域比较研究","王族支系据守要道需表现政治地位","墓地显示封国连接王畿与多条路线","states/eastern-network/enfeoffment-network.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-ZHANGJIAPO-CEMETERY","西周早期至中期","宗周贵族社会","张家坡等级墓葬和车马遗存反映分层","资料可靠；墓主官职多属推定","张家坡西周墓地报告；金文族徽","张家坡等级墓葬和车马遗存反映分层的材料层次、年代与区域比较研究","贵族须以墓地车马确认继承次序","考古使礼制的家族时期差异可见","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-EARLY-ZHOUYUAN-ARCHIVES","西周早期","周原王畿","周原卜骨窖藏显示占卜材料集中保存","遗存可靠；保管机构不明","周原甲骨窖藏；扶风齐家遗址","周原卜骨窖藏显示占卜材料集中保存的材料层次、年代与区域比较研究","频繁决策产生需分类取用的记录","早周权力也依赖积累的材料实践","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-BRONZE-STANDARDIZATION","西周早期至中期","周王畿与封国","多地礼器组合和铭文格式出现规范化","趋势可见；无统一标准证据","周原丰镐琉璃河礼器；金文数据库","多地礼器组合和铭文格式出现规范化的材料层次、年代与区域比较研究","册命祭祀需共享可识别身份符号","器物格式增强网络可读性并保留地方风格","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-ROYAL-HUNTING","西周早期至中期","周王畿与近畿贵族","甲骨金文所见田猎兼具训练祭祀","活动可见；路线次数不明","周原田猎卜辞；西周田猎金文","甲骨金文所见田猎兼具训练祭祀的材料层次、年代与区域比较研究","王室须检验车马随从贵族协作","田猎成为移动分配的治理场景","frontiers/western-pressure.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-EARLY-RITUAL-CALENDAR","西周早期至中期","周","金文月相干支祭祀日期形成时间记录","日期可靠；换算常有歧义","西周有铭铜器历日；金文历谱","金文月相干支祭祀日期形成时间记录的材料层次、年代与区域比较研究","命令祭祀须使行动能被后人辨识","日期提供序列，也暴露绝对年限度","common/chronology.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-MU-LU-XING","穆王时期归属说","周与吕侯","《吕刑》以刑罚审讯语言联系穆王吕侯","归属不确证；文本层次复杂","《尚书·吕刑》；清华简《书》研究","《吕刑》以刑罚审讯语言联系穆王吕侯的材料层次、年代与区域比较研究","纠纷惩戒需表述为程序和王权责任","不可将篇章直接等同成文法典","states/royal-court/cheng-kang-mu.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-MU-JIONG-MING","穆王时期归属说","周","《冏命》称穆王命伯冏整饬朝廷","传世归属较晚；官职难证","《尚书·冏命》；尚书今古文研究","《冏命》称穆王命伯冏整饬朝廷的材料层次、年代与区域比较研究","近侍车马命令传递存在失序风险","保存以职责解释王权的传统","states/royal-court/cheng-kang-mu.tex","传世文献可保存政治语言或仪式传统；成文、传本与语境层次须辨明，不能直接还原事件现场。","C"
"WZ-MU-XUNYOU-TRADITION","穆王故事的后世书写","周王传统与后世作者","《穆天子传》编织穆王西行会见叙事","后出文本；不可确证行程","《穆天子传》；汲冢书整理史","《穆天子传》编织穆王西行会见叙事的材料层次、年代与区域比较研究","后世将跨区域王权投射到强王身上","远行形象流传深远，须与金文分开","common/culture-thought.tex","核心来源足以定位最小日期或相对次序；其文体、保存过程与覆盖范围仍限制对动机、数字、路线和执行程度的判断。","B"
"WZ-MU-XURONG-TRADITION","穆王时期传统","周与西北政治体","后出材料记穆王对徐戎或西北集团征伐","层次不一；敌名胜负不定","《竹书纪年》；《史记·周本纪》","后出材料记穆王对徐戎或西北集团征伐的材料层次、年代与区域比较研究","通道牧业威望引发长期边缘接触","不能据此划定单次战争疆界","frontiers/western-pressure.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","B"
"WZ-MID-ZHAO-ACCESSION","昭王即位期","周","昭王进入王位序列，后世突出其南征","王序较可靠；绝对年不明","《史记·周本纪》；史墙盘王系","昭王进入王位序列，后世突出其南征的材料层次、年代与区域比较研究","继承后仍须维持远方网络要求","为评估远征风险提供年代框架","states/royal-court/cheng-kang-mu.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-MID-SOUTH-ROUTE-INSCRIPTIONS","西周中期","周与南方政治体","器物分布显示汉水东南方向持续接触","接触可靠；路线不成单线","南方出土西周铜器；汉水流域考古","器物分布显示汉水东南方向持续接触的材料层次、年代与区域比较研究","铜料河道地方联盟提供行动诱因","更长后勤信息链增加王室负担","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-XIAOCHEN-DAN","西周中期","周与南方政治体","小臣单觯记近臣参与南方军旅或俘获","器铭可靠；对象地望不定","小臣单觯铭文；西周青铜器全集","小臣单觯记近臣参与南方军旅或俘获的材料层次、年代与区域比较研究","远方行动须由近臣车马向导协作","个人军功被纳入王室秩序","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-MAI-FANG-ZUN","西周中期","周与淮夷方向政治体","麦方尊记贵族处理东方军政事务","铭文存在；对象有异说","麦方尊铭文；东南金文资料","麦方尊记贵族处理东方军政事务的材料层次、年代与区域比较研究","东部安全须赋予贵族区域职责","受命行动反映东方压力反复出现","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-CELING-FANGZUN","西周中期","周","夨令方尊记受命者参与成周事务受赏","器铭可靠；王名地名有争议","夨令方尊铭文；何尊比较材料","夨令方尊记受命者参与成周事务受赏的材料层次、年代与区域比较研究","双都需贵族转运王命物资礼仪","成周并非纯象征性都城","states/eastern-network/chengzhou-and-eastern-settlement.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-JING-FANGDING","西周中期","周与东方政治体","静方鼎保存军功赏赐地域行动记录","器物可靠；战役关联未定","静方鼎铭文；相关墓葬资料","静方鼎保存军功赏赐地域行动记录的材料层次、年代与区域比较研究","王室须将边缘战功同赏赐绑定","铭文提示战争具有多点性质","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-MID-GONG-ACCESSION","恭王即位期","周","恭王被列入中期王位序列","王序可靠；政务资料稀少","史墙盘；《史记·周本纪》","恭王被列入中期王位序列的材料层次、年代与区域比较研究","代际转换须更新宗庙谱系认可","史料沉默不能解释为政治停滞","states/royal-court/cheng-kang-mu.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-MID-SHIYOU-GUI","西周中期","周","师酉簋记王命职务或赏赐","铭文可读；职掌有争议","师酉簋铭文；金文职官资料","师酉簋记王命职务或赏赐的材料层次、年代与区域比较研究","王室须以命辞财物令贵族承担职务","中期政治依靠个别确认运作","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-SONG-GUI","西周中期","周","颂簋记受命服事与铸器","器铭可靠；王世未定","颂簋；颂壶；同组器","颂簋记受命服事与铸器的材料层次、年代与区域比较研究","受命者需把朝廷服务嵌入祖先祭祀","短期任命延展为家族身份","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-MID-WU-YOU","西周中期","周","吴盉吴方彝保留受赏祭祀片段","器物可靠；器名同形须谨慎","吴盉；吴方彝；青铜器著录","吴盉吴方彝保留受赏祭祀片段的材料层次、年代与区域比较研究","受赏者有动机保存往来细节","片段铭文不能代表全部社会关系","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-LI-FANGYI","西周中期","周","盠方彝记册命财物或祭祀事项","铭文真实；受命内容未定","盠方彝铭文；同类方彝比较","盠方彝记册命财物或祭祀事项的材料层次、年代与区域比较研究","贵族以王室物资转写祭祀正当性","提供交换个案，不等同财政制度","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-YI-ACCESSION","懿王即位期","周","懿王在中期王序中继位","王序有据；在位事迹不可靠","史墙盘；《竹书纪年》","懿王在中期王序中继位的材料层次、年代与区域比较研究","王位转换仍依赖谱系和贵族认可","材料稀疏提醒避免填补为事实","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-MID-QI-AIGONG-TRADITION","懿王时期传统","周与齐","《史记》称周王烹齐哀公","记载孤立；人物动机有争议","《史记·齐太公世家》；《竹书纪年》","《史记》称周王烹齐哀公的材料层次、年代与区域比较研究","史家以严惩解释封国继承紧张","该故事不能确证一次处决","states/eastern-network/enfeoffment-network.tex","后出史学编纂可维系事件序列；其取舍、正统叙事与人物塑形不能单独确证动机、数字或细节。","C"
"WZ-MID-XIAOWANG-FEIZI","孝王时期传统","周与秦人","《秦本纪》称孝王使非子主马并号秦","核心可用；地点性质有争议","《史记·秦本纪》；汧渭地区先秦遗址资料","《秦本纪》称孝王使非子主马并号秦的材料层次、年代与区域比较研究","西部需要具牧养交通技能家族服务","秦人与周王名分关系被重新叙述","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-MID-YIWANG-COURT-TRADITION","夷王时期传统","周与诸侯","夷王下堂见诸侯描绘礼仪变化","后出故事；不可量化衰弱","《史记·周本纪》；《国语·周语》","夷王下堂见诸侯描绘礼仪变化的材料层次、年代与区域比较研究","史家借礼仪失序讨论君臣名分","应同金文王命活动并读","states/royal-court/cheng-kang-mu.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","C"
"WZ-MID-QIONG-GUI","西周中期","周","册命类簋以月日王命赏赐固定关系","材料可靠；单器王年须辨析","中期册命簋铭；金文拓本","册命类簋以月日王命赏赐固定关系的材料层次、年代与区域比较研究","命令须能被家族重复验证","记录权集中于拥有礼器者","states/royal-court/cheng-kang-mu.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-DAKE-DING","西周中期至晚期","周王畿贵族社会","大克鼎记克受命田宅祭祀祖先","器铭可靠；田宅性质有争论","大克鼎铭文；器物传承资料","大克鼎记克受命田宅祭祀祖先的材料层次、年代与区域比较研究","长期服务须有田宅贝等经济基础","王命与家产相互嵌合","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-SHIQIANG-PAN-ROYAL-LINEAGE","西周中期说","周","史墙盘列历王功业和微氏服务","器铭可靠；王序解释有异","史墙盘；微氏器群","史墙盘列历王功业和微氏服务的材料层次、年代与区域比较研究","家族须把功业置入历王谱系","王统与家族记忆同步保存","common/culture-thought.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-WEI-SERVICES","西周中期至晚期","周王畿贵族社会","裘卫器记财物给付和服务关系","器组可靠；法律性质有争议","裘卫盉；裘卫簋；裘卫盘","裘卫器记财物给付和服务关系的材料层次、年代与区域比较研究","债务役使礼物往来须可追认","贵族关系也牵动资源流转","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-WEI-BEADS","西周中期至晚期","周王畿贵族社会","裘卫器所记贝马丝帛给付并列","项目可读；单位不可直换","裘卫诸器铭文；出土贝币资料","裘卫器所记贝马丝帛给付并列的材料层次、年代与区域比较研究","不同资源须按约定单位交割","提供货币化讨论而非单一结论","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-WEI-LAND","西周中期至晚期","周王畿贵族社会","卫器涉及田地邑落役属交割","材料重要；术语范围有争议","五祀卫鼎；九年卫鼎；卫盉","卫器涉及田地邑落役属交割的材料层次、年代与区域比较研究","资源跨家族转移需要见证铭文","说明权利可协商，非自由市场","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-HU-DING-EXCHANGE","西周中期","周王畿贵族社会","曶鼎记以马丝帛田地解决给付","器铭可靠；交易性质有争议","曶鼎铭文；西周经济史资料","曶鼎记以马丝帛田地解决给付的材料层次、年代与区域比较研究","资源争议须以可计量物项清算","成为理解交换关系的关键个案","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-DIAOSHENG-FIVE","西周中期","周王畿贵族社会","五年琱生簋记土地役属争议处置","器铭可据；人物关系有异","五年琱生簋；同组琱生器","五年琱生簋记土地役属争议处置的材料层次、年代与区域比较研究","资源权利冲突须借第三方仪式确认","纠纷写入礼器而获跨代效力","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-MID-DIAOSHENG-SIX","西周中期","周王畿贵族社会","六年琱生簋继续保存资源确认","器铭可靠；案件连续性未定","六年琱生簋；金文历日资料","六年琱生簋继续保存资源确认的材料层次、年代与区域比较研究","前次确认未必消除解释空间","成对铭文显示处理具有延续性","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-SANSHI-PAN-WITNESSES","西周晚期","周王畿贵族社会","散氏盘列田界赔偿见证誓约","器铭可靠；涉地范围未定","散氏盘；西周地名研究","散氏盘列田界赔偿见证誓约的材料层次、年代与区域比较研究","田界争执涉及产出和家族荣誉","边界转为文本和器物记忆","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-MID-ZHOUYUAN-STORAGE","西周中期","周原王畿","窖藏仓储作坊遗存反映集中处理物资","遗存可靠；储量不可精算","周原仓储报告；铸铜遗存；植物考古","窖藏仓储作坊遗存反映集中处理物资的材料层次、年代与区域比较研究","祭祀工坊军旅要求季节性积储","集中储存提高动员也形成脆弱环节","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-LI-ACCESSION","厉王即位期","周","厉王进入晚西周王序，危机叙事集中其朝","王序可据；细节多后出","史墙盘；《史记·周本纪》；《国语·周语上》","厉王进入晚西周王序，危机叙事集中其朝的材料层次、年代与区域比较研究","边防赏赐贵族协调要求稳定资源","厉王成为解释王权危机的集中人物","states/royal-court/late-crises.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-LI-YU-DING","厉王时期说","周与南方政治体","禹鼎记鄂侯驭方冲突军政调动赏赐","器铭可信；战区规模有分歧","禹鼎；鄂侯驭方器群","禹鼎记鄂侯驭方冲突军政调动赏赐的材料层次、年代与区域比较研究","资源服从冲突须集中军力回应","南方控制仍依赖贵族军事中介","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LI-EHOU-YUFANG","厉王时期说","周、鄂侯与南方政治体","鄂侯驭方器保存冲突不同线索","材料存在；叛字解释谨慎","鄂侯驭方鼎；鄂侯驭方簋","鄂侯驭方器保存冲突不同线索的材料层次、年代与区域比较研究","地方贵族与王室各有独立资源基础","多种器铭促使重估参与者后果","frontiers/southern-expansion.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LI-SHANFU-KE","厉王时期说","周","善夫克器记王命田宅职掌确认","器铭可靠；职官解释不一","善夫克盨；克鼎","善夫克器记王命田宅职掌确认的材料层次、年代与区域比较研究","朝廷须以资源补偿承担事务贵族","行政责任依赖少数家族承接","states/royal-court/late-crises.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","C"
"WZ-LI-ROYAL-BRONZE-BUREAU","西周晚期","宗周王畿","长篇命辞礼器显示铸造书写能力延续","能力可见；官署统辖不确证","毛公鼎；禹鼎；丰镐铸铜遗址","长篇命辞礼器显示铸造书写能力延续的材料层次、年代与区域比较研究","王室要维持赏赐命令祭祀","复杂器铭显示资源须反复投入","common/economy-society.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-LI-COURT-REMONSTRANCE","厉王危机后出叙事","周","《国语》以召公谏王国人谤王解释冲突","对话不可作同时代记录","《国语·周语上》；《史记·周本纪》","《国语》以召公谏王国人谤王解释冲突的材料层次、年代与区域比较研究","史家以信息阻塞解释统治失灵","故事塑造厉王形象，须同金文并读","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","C"
"WZ-841-REGENTS-IDENTITY","共和时期（前841—前828年）","周","共和执政有二相与共伯和两种线索","起止年可靠；主体有争议","《国语·周语上》；《史记·周本纪》；《竹书纪年》","共和执政有二相与共伯和两种线索的材料层次、年代与区域比较研究","厉王出奔后祭祀军政不能无主","共和不宜套作现代政体概念","states/royal-court/late-crises.tex","传世叙事保存事件顺序与政治记忆；成书、编纂与文学化使对白、动机、数字和精确细节不可视为现场记录。","B"
"WZ-841-HEGONG-ALTERNATIVE","共和时期的共伯和说","周与卫系谱传统","竹书将共和与共伯和相连","后出传本；身份有争议","《竹书纪年》；清华简《系年》比较","竹书将共和与共伯和相连的材料层次、年代与区域比较研究","王统中断须由可承认者承接","异说使共和成为史料批判案例","states/royal-court/late-crises.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-841-CHRONOLOGY-ANCHOR","共和元年（前841年）","周与后世编年传统","共和元年成为传统连续纪年锚点","起年通行；此前绝对年靠推算","《史记·周本纪》；《资治通鉴前编》；金文历谱","共和元年成为传统连续纪年锚点的材料层次、年代与区域比较研究","编年者需要固定年代节点","有助排列王年，不能解决早期分歧","common/chronology.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","A"
"WZ-XUAN-ACCESSION-RITES","宣王初立（前828年）","周","宣王恢复王位，重建朝廷命令","即位年可靠；初年措施有限","《史记·周本纪》；《竹书纪年》；毛公鼎研究","宣王恢复王位，重建朝廷命令的材料层次、年代与区域比较研究","非常行政不能替代正式继承","中兴叙事获得制度起点","states/royal-court/late-crises.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","C"
"WZ-XUAN-GUOJI-ZIBAI","宣王时期说","周与北方政治体","虢季子白盘记奉王命征伐献俘","器铭可靠；敌名王世有争议","虢季子白盘；北方考古资料","虢季子白盘记奉王命征伐献俘的材料层次、年代与区域比较研究","西北压力要求王族支系远征","军功置入王命和祭祀叙事","frontiers/western-pressure.tex","出土或物质材料可确认器物、称号、文本或局部实践；年代、出土语境和外推范围有限，不能单独复原完整事件过程。","B"
"WZ-XUAN-DUOYOU-DING","宣王时期说","周与玁狁等","多友鼎记玁狁侵扰王师反击功劳","器铭可靠；地点战果有分歧","多友鼎；《诗经·六月》","多友鼎记玁狁侵扰王师反击功劳的材料层次、年代与区域比较研究","北方逼近交通线时须集中军力","压力可直接触及王畿周边","frontiers/western-pressure.tex","传世叙事与出土或物质材料可交叉核对最小事实；器物、文本的年代与出土语境，以及其同叙事的对应，仍须逐项核验。","B"
