"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","tier"
"WH-LEDGER-031-1","前180年九月","汉","“代王刘恒入长安即帝位，是为文帝”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“代王刘恒入长安即帝位，是为文帝”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-031-2","前180年九月","汉","“代王刘恒入长安即帝位，是为文帝”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“代王刘恒入长安即帝位，是为文帝”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-031-3","前180年九月","汉","代王刘恒入长安即帝位，是为文帝","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","“代王刘恒入长安即帝位，是为文帝”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-031-4","前180年九月","汉","“代王刘恒入长安即帝位，是为文帝”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","“代王刘恒入长安即帝位，是为文帝”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-031-5","前180年九月","汉","“代王刘恒入长安即帝位，是为文帝”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-031-6","前180年九月","汉","“代王刘恒入长安即帝位，是为文帝”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","文帝选择、代国资源与诛吕后权力再平衡研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《史记·孝文本纪》；《汉纪》卷五","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-032-1","前178年","汉","“文帝诏减田租为三十税一”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“文帝诏减田租为三十税一”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-032-2","前178年","汉","“文帝诏减田租为三十税一”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“文帝诏减田租为三十税一”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-032-3","前178年","汉","文帝诏减田租为三十税一","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","“文帝诏减田租为三十税一”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-032-4","前178年","汉","“文帝诏减田租为三十税一”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","“文帝诏减田租为三十税一”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-032-5","前178年","汉","“文帝诏减田租为三十税一”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-032-6","前178年","汉","“文帝诏减田租为三十税一”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","文帝减租的诏令、地方执行与汉初财政能力研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·文帝纪》；《汉书·食货志》；《汉纪》卷六","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-033-1","前177年前后","汉","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-033-2","前177年前后","汉","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”提供可观察的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-033-3","前177年前后","汉","文帝弛山泽禁并许可民间铸钱，后引发货币质量问题","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"WH-LEDGER-033-4","前177年前后","汉","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-033-5","前177年前后","汉","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"WH-LEDGER-033-6","前177年前后","汉","“文帝弛山泽禁并许可民间铸钱，后引发货币质量问题”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","汉初私铸、铜料供应与货币多样化研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/western-han/founding-and-recovery.tex","retrospective_history","《汉书·食货志》；《史记·平准书》；西汉钱币范铸遗存","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-001-1","建武元年六月（25年）","更始政权余部与刘秀集团","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-001-2","建武元年六月（25年）","更始政权余部与刘秀集团","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-001-3","建武元年六月（25年）","更始政权余部与刘秀集团","刘秀在鄗即皇帝位，建元建武，重建汉朝名号","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-001-4","建武元年六月（25年）","更始政权余部与刘秀集团","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-001-5","建武元年六月（25年）","更始政权余部与刘秀集团","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-001-6","建武元年六月（25年）","更始政权余部与刘秀集团","“刘秀在鄗即皇帝位，建元建武，重建汉朝名号”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","光武建国、河北豪强与复汉合法性研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉纪》卷一；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-002-1","建武元年（25年）","东汉","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-002-2","建武元年（25年）","东汉","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-002-3","建武元年（25年）","东汉","刘秀定都洛阳，以雒阳为中央政府与军政调度中心","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-002-4","建武元年（25年）","东汉","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-002-5","建武元年（25年）","东汉","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-002-6","建武元年（25年）","东汉","“刘秀定都洛阳，以雒阳为中央政府与军政调度中心”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","东汉洛阳建都、都城复建与关东资源研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","archaeological_context","《后汉书·光武帝纪上》；《后汉纪》卷一；汉魏洛阳城遗址发掘报告","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-003-1","建武二年（26年）","赤眉军与更始政权","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-003-2","建武二年（26年）","赤眉军与更始政权","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-003-3","建武二年（26年）","赤眉军与更始政权","赤眉军入长安，更始帝刘玄败亡，关中更始政权终结","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-003-4","建武二年（26年）","赤眉军与更始政权","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-003-5","建武二年（26年）","赤眉军与更始政权","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-003-6","建武二年（26年）","赤眉军与更始政权","“赤眉军入长安，更始帝刘玄败亡，关中更始政权终结”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","更始政权崩解、赤眉军与关中粮食危机研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·刘玄传》；《后汉纪》卷二；《资治通鉴》卷四十","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-004-1","建武三年（27年）","东汉与赤眉军","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”的前期动员与资源准备","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-004-2","建武三年（27年）","东汉与赤眉军","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”的命令、联盟或地方响应","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","当时的权力、资源与信息约束推动相关过程展开","这一过程为“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”提供可观察的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-004-3","建武三年（27年）","东汉与赤眉军","刘秀军在崤底一带受降赤眉，赤眉主力瓦解","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
"EH-LEDGER-004-4","建武三年（27年）","东汉与赤眉军","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”的执行中的空间与人员处置","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”发生的政治与区域条件共同作用","该节点改变后续资源、联盟或制度处置的条件","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-004-5","建武三年（27年）","东汉与赤眉军","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”的后续制度或军政调整","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","B"
"EH-LEDGER-004-6","建武三年（27年）","东汉与赤眉军","“刘秀军在崤底一带受降赤眉，赤眉主力瓦解”的异源材料与影响范围的复核","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","赤眉覆灭、关中饥荒与流民武装研究","核心节点发生后仍须处理其遗留问题","后续影响须在不同地区和材料类型中分别核验","chapters/eastern-han/restoration-and-frontiers.tex","retrospective_history","《后汉书·光武帝纪上》；《后汉书·刘盆子传》；《后汉纪》卷二","核心事项已有既有账本来源；本分解节点的参与者、执行范围和时间先后仍须逐案核验","C"
